"codigopostalid","poblacionid","poblacion","provinciaid","provincia","ineid","lat","lon"
"40146","107","Labajos","40","Segovia","40107000000","-4.521279770","40.843554260"
"40150","225","Villacastín","40","Segovia","40225000000","-4.412105360","40.781561050"
"40151","104","Ituero y Lama","40","Segovia","40104000000","-4.377496570","40.800283960"
"40152","233","Zarzuela del Monte","40","Segovia","40233000000","-4.337811450","40.808101550"
"40153","194","Segovia","40","Segovia","40194000000","-4.125241160","40.949870300"
"40154","194","Segovia","40","Segovia","40194000000","-4.125241160","40.949870300"
"40156","079","Fresno de Cantespino","40","Segovia","40079000000","-3.499336210","41.368290580"
"40160","203","Torrecaballeros","40","Segovia","40203000000","-4.024669660","40.993055430"
"40161","139","Navafría","40","Segovia","40139000000","-3.824568110","41.057086190"
"40162","007","Aldealengua de Pedraza","40","Segovia","40007000000","-3.806052340","41.064036290"
"40162","093","Gallegos","40","Segovia","40093000000","-3.785968060","41.074543300"
"40163","123","Matabuena","40","Segovia","40123000000","-3.756594020","41.095701660"
"40164","020","Arcones","40","Segovia","40020000000","-3.724300910","41.118501360"
"40165","162","Prádena","40","Segovia","40162000000","-3.688457360","41.138917110"
"40165","224","Ventosilla y Tejadilla","40","Segovia","40224000000","-3.694410860","41.181480420"
"40170","157","Pelayos del Arroyo","40","Segovia","40157000000","-3.939668540","41.051142770"
"40170","199","Sotosalbos","40","Segovia","40199000000","-3.942982010","41.034847210"
"40170","059","Collado Hermoso","40","Segovia","40059000000","-3.917706210","41.038573360"
"40171","206","Torre Val de San Pedro","40","Segovia","40206000000","-3.869230160","41.072405070"
"40171","188","Santiuste de Pedraza","40","Segovia","40188000000","-3.885872390","41.090249380"
"40172","156","Pedraza","40","Segovia","40156000000","-3.811177930","41.130524930"
"40173","188","Santiuste de Pedraza","40","Segovia","40188000000","-3.885872390","41.090249380"
"40173","019","Arahuetes","40","Segovia","40019000000","-3.856950350","41.137805310"
"40173","156","Pedraza","40","Segovia","40156000000","-3.811177930","41.130524930"
"40174","220","Valleruela de Pedraza","40","Segovia","40220000000","-3.806665590","41.179416080"
"40175","125","La Matilla","40","Segovia","40125000000","-3.794884290","41.191127310"
"40176","150","Orejana","40","Segovia","40150000000","-3.780463480","41.164679320"
"40176","221","Valleruela de Sepúlveda","40","Segovia","40221000000","-3.773005010","41.190357380"
"40180","033","Brieva","40","Segovia","40033000000","-4.053628780","41.034735820"
"40180","157","Pelayos del Arroyo","40","Segovia","40157000000","-3.939668540","41.051142770"
"40180","190","Santo Domingo de Pirón","40","Segovia","40190000000","-3.989692640","41.040761250"
"40180","026","Basardilla","40","Segovia","40026000000","-4.024937300","41.027229530"
"40181","208","Turégano","40","Segovia","40208000000","-4.006920210","41.156184290"
"40182","034","Caballar","40","Segovia","40034000000","-3.964404670","41.120191930"
"40183","136","Muñoveros","40","Segovia","40136000000","-3.951800350","41.172822170"
"40184","165","Rebollo","40","Segovia","40165000000","-3.856802450","41.192358750"
"40184","163","Puebla de Pedraza","40","Segovia","40163000000","-3.913746660","41.204514010"
"40184","019","Arahuetes","40","Segovia","40019000000","-3.856950350","41.137805310"
"40185","062","Cubillo","40","Segovia","40062000000","-3.909214050","41.121694670"
"40185","212","Valdevacas de Montejo","40","Segovia","40212000000","-3.635854200","41.522096440"
"40185","021","Arevalillo de Cega","40","Segovia","40021000000","-3.889240450","41.161629850"
"40185","213","Valdevacas y Guijar","40","Segovia","40213000000","-3.912743220","41.136538960"
"40190","031","Bernuy de Porreros","40","Segovia","40031000000","-4.115975920","41.000792660"
"40191","077","Espirdo","40","Segovia","40077000000","-4.074143980","40.997739790"
"40191","022","Armuña","40","Segovia","40022000000","-4.318658710","41.077860190"
"40192","205","Torreiglesias","40","Segovia","40205000000","-4.031509840","41.102315460"
"40192","002","Adrada de Pirón","40","Segovia","40002000000","-4.049899260","41.051587740"
"40194","155","Palazuelos de Eresma","40","Segovia","40155000000","-4.061177970","40.930551580"
"40194","207","Trescasas","40","Segovia","40207000000","-4.035857470","40.964192760"
"40195","194","Segovia","40","Segovia","40194000000","-4.125241160","40.949870300"
"40196","194","Segovia","40","Segovia","40194000000","-4.125241160","40.949870300"
"40196","112","La Lastrilla","40","Segovia","40112000000","-4.103756820","40.968940770"
"40197","906","San Cristóbal de Segovia","40","Segovia","40906000000","-4.075791870","40.952062640"
"40200","063","Cuéllar","40","Segovia","40063000000","-4.317391000","41.403697570"
"40210","063","Cuéllar","40","Segovia","40063000000","-4.317391000","41.403697570"
"40211","063","Cuéllar","40","Segovia","40063000000","-4.317391000","41.403697570"
"40212","177","San Cristóbal de Cuéllar","40","Segovia","40177000000","-4.404301620","41.406857600"
"40213","219","Vallelado","40","Segovia","40219000000","-4.426600070","41.406222860"
"40214","024","Ayllón","40","Segovia","40024000000","-3.376886650","41.420807560"
"40214","124","Mata de Cuéllar","40","Segovia","40124000000","-4.472190190","41.398667660"
"40215","063","Cuéllar","40","Segovia","40063000000","-4.317391000","41.403697570"
"40216","166","Remondo","40","Segovia","40166000000","-4.483360660","41.341706210"
"40216","065","Chañe","40","Segovia","40065000000","-4.428739100","41.339416090"
"40217","078","Fresneda de Cuéllar","40","Segovia","40078000000","-4.450391910","41.318275110"
"40218","084","Fuente el Olmo de Íscar","40","Segovia","40084000000","-4.494530760","41.279798260"
"40219","228","Villaverde de Íscar","40","Segovia","40228000000","-4.526716430","41.308235330"
"40220","149","Olombrada","40","Segovia","40149000000","-4.161221660","41.415234820"
"40230","063","Cuéllar","40","Segovia","40063000000","-4.317391000","41.403697570"
"40231","063","Cuéllar","40","Segovia","40063000000","-4.317391000","41.403697570"
"40232","063","Cuéllar","40","Segovia","40063000000","-4.317391000","41.403697570"
"40233","149","Olombrada","40","Segovia","40149000000","-4.161221660","41.415234820"
"40234","127","Membibre de la Hoz","40","Segovia","40127000000","-4.098739430","41.448014680"
"40235","013","Aldeasoña","40","Segovia","40013000000","-4.055672510","41.471350980"
"40236","108","Laguna de Contreras","40","Segovia","40108000000","-4.028541640","41.494511540"
"40237","174","Sacramenia","40","Segovia","40174000000","-3.963347050","41.494661320"
"40238","215","Valtiendas","40","Segovia","40215000000","-3.917102070","41.478474240"
"40239","905","Cuevas de Provanco","40","Segovia","40905000000","-3.960904850","41.541807730"
"40240","095","Gomezserracín","40","Segovia","40095000000","-4.325959770","41.288366920"
"40241","063","Cuéllar","40","Segovia","40063000000","-4.317391000","41.403697570"
"40242","063","Cuéllar","40","Segovia","40063000000","-4.317391000","41.403697570"
"40250","134","Mozoncillo","40","Segovia","40134000000","-4.186215210","41.148046650"
"40260","086","Fuentepelayo","40","Segovia","40086000000","-4.176803730","41.220790860"
"40270","043","Carbonero el Mayor","40","Segovia","40043000000","-4.266110750","41.122317350"
"40280","141","Navalmanzano","40","Segovia","40141000000","-4.256284810","41.214727160"
"40290","173","Roda de Eresma","40","Segovia","40173000000","-4.181177310","41.027842920"
"40291","200","Tabanera la Luenga","40","Segovia","40200000000","-4.239354760","41.096269110"
"40291","074","Escarabajosa de Cabezas","40","Segovia","40074000000","-4.194628810","41.104055530"
"40292","012","Aldea Real","40","Segovia","40012000000","-4.165101730","41.185230070"
"40293","234","Zarzuela del Pinar","40","Segovia","40234000000","-4.184716740","41.258641210"
"40294","160","Pinarnegrillo","40","Segovia","40160000000","-4.206977310","41.190428920"
"40295","182","San Martín y Mudrián","40","Segovia","40182000000","-4.331848050","41.223228340"
"40296","159","Pinarejos","40","Segovia","40159000000","-4.293655700","41.259964250"
"40297","179","Sanchonuño","40","Segovia","40179000000","-4.305896380","41.322464520"
"40298","081","Frumales","40","Segovia","40081000000","-4.187029360","41.384210700"
"40300","195","Sepúlveda","40","Segovia","40195000000","-3.750279170","41.298251000"
"40310","195","Sepúlveda","40","Segovia","40195000000","-3.750279170","41.298251000"
"40310","186","Santa Marta del Cerro","40","Segovia","40186000000","-3.685322770","41.217863970"
"40311","198","Sotillo","40","Segovia","40198000000","-3.638952220","41.257170170"
"40311","195","Sepúlveda","40","Segovia","40195000000","-3.750279170","41.298251000"
"40312","070","Duruelo","40","Segovia","40070000000","-3.647931340","41.236852480"
"40312","195","Sepúlveda","40","Segovia","40195000000","-3.750279170","41.298251000"
"40313","202","Torreadrada","40","Segovia","40202000000","-3.840761960","41.443576490"
"40314","215","Valtiendas","40","Segovia","40215000000","-3.917102070","41.478474240"
"40314","091","Fuentesoto","40","Segovia","40091000000","-3.918603830","41.456727460"
"40315","048","Castrojimeno","40","Segovia","40048000000","-3.848844710","41.395002950"
"40315","047","Castro de Fuentidueña","40","Segovia","40047000000","-3.856452370","41.420509940"
"40316","051","Castroserracín","40","Segovia","40051000000","-3.803068320","41.392331650"
"40317","210","Urueñas","40","Segovia","40210000000","-3.773242360","41.357487060"
"40317","195","Sepúlveda","40","Segovia","40195000000","-3.750279170","41.298251000"
"40318","060","Condado de Castilnovo","40","Segovia","40060000000","-3.744155740","41.241721460"
"40318","049","Castroserna de Abajo","40","Segovia","40049000000","-3.734505290","41.207922570"
"40318","162","Prádena","40","Segovia","40162000000","-3.688457360","41.138917110"
"40320","040","Cantalejo","40","Segovia","40040000000","-3.927067220","41.258454950"
"40330","088","Fuenterrebollo","40","Segovia","40088000000","-3.932920720","41.297366560"
"40331","140","Navalilla","40","Segovia","40140000000","-3.932259850","41.340726290"
"40331","218","Valle de Tabladillo","40","Segovia","40218000000","-3.839956100","41.362379510"
"40331","044","Carrascal del Río","40","Segovia","40044000000","-3.898169880","41.367533920"
"40332","056","Cobos de Fuentidueña","40","Segovia","40056000000","-3.928963740","41.382143190"
"40332","183","San Miguel de Bernuy","40","Segovia","40183000000","-3.952699510","41.399063650"
"40340","193","Sebúlcor","40","Segovia","40193000000","-3.883647580","41.270533650"
"40340","004","Aguilafuente","40","Segovia","40004000000","-4.111942240","41.227947950"
"40350","073","Escalona del Prado","40","Segovia","40073000000","-4.122777340","41.166625700"
"40351","192","Sauquillo de Cabezas","40","Segovia","40192000000","-4.068634540","41.195146040"
"40352","110","Lastras de Cuéllar","40","Segovia","40110000000","-4.106589850","41.296818830"
"40353","100","Hontalbilla","40","Segovia","40100000000","-4.121548470","41.345883010"
"40354","158","Perosillo","40","Segovia","40158000000","-4.141840030","41.392820110"
"40354","003","Adrados","40","Segovia","40003000000","-4.115625110","41.368594800"
"40354","902","Cozuelos de Fuentidueña","40","Segovia","40902000000","-4.095750400","41.390557250"
"40355","089","Fuentesaúco de Fuentidueña","40","Segovia","40089000000","-4.062501100","41.424503420"
"40356","037","Calabazas de Fuentidueña","40","Segovia","40037000000","-4.010100880","41.445674650"
"40357","092","Fuentidueña","40","Segovia","40092000000","-3.980289450","41.441509730"
"40358","087","Fuentepiñel","40","Segovia","40087000000","-4.042906730","41.400317290"
"40359","204","Torrecilla del Pinar","40","Segovia","40204000000","-4.038407490","41.374677300"
"40359","083","Fuente el Olmo de Fuentidueña","40","Segovia","40083000000","-4.000456310","41.381201750"
"40360","041","Cantimpalos","40","Segovia","40041000000","-4.159160080","41.074673460"
"40370","208","Turégano","40","Segovia","40208000000","-4.006920210","41.156184290"
"40380","040","Cantalejo","40","Segovia","40040000000","-3.927067220","41.258454950"
"40380","193","Sebúlcor","40","Segovia","40193000000","-3.883647580","41.270533650"
"40389","195","Sepúlveda","40","Segovia","40195000000","-3.750279170","41.298251000"
"40389","184","San Pedro de Gaíllos","40","Segovia","40184000000","-3.810053990","41.227044390"
"40389","006","Aldealcorvo","40","Segovia","40006000000","-3.791299070","41.244001570"
"40389","040","Cantalejo","40","Segovia","40040000000","-3.927067220","41.258454950"
"40390","214","Valseca","40","Segovia","40214000000","-4.174478910","41.000292820"
"40391","072","Encinillas","40","Segovia","40072000000","-4.157913440","41.017818750"
"40392","035","Cabañas de Polendos","40","Segovia","40035000000","-4.109836580","41.067168690"
"40392","075","Escobar de Polendos","40","Segovia","40075000000","-4.130940120","41.090843660"
"40393","075","Escobar de Polendos","40","Segovia","40075000000","-4.130940120","41.090843660"
"40394","205","Torreiglesias","40","Segovia","40205000000","-4.031509840","41.102315460"
"40395","222","Veganzones","40","Segovia","40222000000","-3.993383780","41.192666830"
"40396","036","Cabezuela","40","Segovia","40036000000","-3.932887830","41.235455840"
"40400","076","El Espinar","40","Segovia","40076000000","-4.247530310","40.718093430"
"40408","146","Navas de San Antonio","40","Segovia","40146000000","-4.329414390","40.761572170"
"40410","076","El Espinar","40","Segovia","40076000000","-4.247530310","40.718093430"
"40418","079","Fresno de Cantespino","40","Segovia","40079000000","-3.499336210","41.368290580"
"40419","076","El Espinar","40","Segovia","40076000000","-4.247530310","40.718093430"
"40420","113","La Losa","40","Segovia","40113000000","-4.164651680","40.854461600"
"40420","904","Navas de Riofrío","40","Segovia","40904000000","-4.135273630","40.868203590"
"40420","181","Real Sitio de San Ildefonso","40","Segovia","40181000000","-4.004759510","40.897627590"
"40421","901","Ortigosa del Monte","40","Segovia","40901000000","-4.175979960","40.843617970"
"40422","152","Otero de Herreros","40","Segovia","40152000000","-4.210450890","40.819470890"
"40423","223","Vegas de Matute","40","Segovia","40223000000","-4.278640020","40.796989680"
"40423","211","Valdeprados","40","Segovia","40211000000","-4.256654980","40.817923010"
"40424","076","El Espinar","40","Segovia","40076000000","-4.247530310","40.718093430"
"40430","030","Bernardos","40","Segovia","40030000000","-4.352344690","41.129408980"
"40440","185","Santa María la Real de Nieva","40","Segovia","40185000000","-4.406481610","41.070372400"
"40441","128","Migueláñez","40","Segovia","40128000000","-4.363718260","41.122329960"
"40442","176","Samboal","40","Segovia","40176000000","-4.419207400","41.259286890"
"40443","176","Samboal","40","Segovia","40176000000","-4.419207400","41.259286890"
"40444","126","Melque de Cercos","40","Segovia","40126000000","-4.469018970","41.051171180"
"40445","106","Juarros de Voltoya","40","Segovia","40106000000","-4.518624040","41.032449540"
"40446","121","Martín Muñoz de las Posadas","40","Segovia","40121000000","-4.595913080","40.996121770"
"40447","148","Nieva","40","Segovia","40148000000","-4.426523130","41.080169760"
"40448","185","Santa María la Real de Nieva","40","Segovia","40185000000","-4.406481610","41.070372400"
"40449","185","Santa María la Real de Nieva","40","Segovia","40185000000","-4.406481610","41.070372400"
"40450","138","Nava de la Asunción","40","Segovia","40138000000","-4.488962870","41.156638770"
"40460","189","Santiuste de San Juan Bautista","40","Segovia","40189000000","-4.572056270","41.157173980"
"40461","138","Nava de la Asunción","40","Segovia","40138000000","-4.488962870","41.156638770"
"40462","015","Aldehuela del Codonal","40","Segovia","40015000000","-4.536839320","41.055601320"
"40462","010","Aldeanueva del Codonal","40","Segovia","40010000000","-4.543344020","41.083402340"
"40463","058","Codorniz","40","Segovia","40058000000","-4.598774210","41.067261430"
"40464","058","Codorniz","40","Segovia","40058000000","-4.598774210","41.067261430"
"40465","178","San Cristóbal de la Vega","40","Segovia","40178000000","-4.646903420","41.112963930"
"40466","120","Martín Muñoz de la Dehesa","40","Segovia","40120000000","-4.686916180","41.066221040"
"40466","164","Rapariegos","40","Segovia","40164000000","-4.654168330","41.094448310"
"40467","201","Tolocirio","40","Segovia","40201000000","-4.651533200","41.133732150"
"40468","129","Montejo de Arévalo","40","Segovia","40129000000","-4.665200210","41.140399140"
"40469","069","Donhierro","40","Segovia","40069000000","-4.694292900","41.116645410"
"40470","145","Navas de Oro","40","Segovia","40145000000","-4.437385290","41.196062730"
"40480","057","Coca","40","Segovia","40057000000","-4.522131340","41.218402250"
"40490","101","Hontanares de Eresma","40","Segovia","40101000000","-4.203475740","40.981806780"
"40490","103","Los Huertos","40","Segovia","40103000000","-4.218681170","41.010346610"
"40491","022","Armuña","40","Segovia","40022000000","-4.318658710","41.077860190"
"40492","018","Añe","40","Segovia","40018000000","-4.295129410","41.037447190"
"40493","231","Yanguas de Eresma","40","Segovia","40231000000","-4.238239360","41.071734610"
"40494","185","Santa María la Real de Nieva","40","Segovia","40185000000","-4.406481610","41.070372400"
"40494","022","Armuña","40","Segovia","40022000000","-4.318658710","41.077860190"
"40495","068","Domingo García","40","Segovia","40068000000","-4.377907390","41.115018010"
"40495","151","Ortigosa de Pestaño","40","Segovia","40151000000","-4.393957200","41.087144010"
"40496","082","Fuente de Santa Cruz","40","Segovia","40082000000","-4.634219830","41.209380780"
"40496","230","Villeguillo","40","Segovia","40230000000","-4.578348410","41.252395890"
"40496","057","Coca","40","Segovia","40057000000","-4.522131340","41.218402250"
"40500","170","Riaza","40","Segovia","40170000000","-3.477251890","41.279740060"
"40510","170","Riaza","40","Segovia","40170000000","-3.477251890","41.279740060"
"40511","170","Riaza","40","Segovia","40170000000","-3.477251890","41.279740060"
"40512","024","Ayllón","40","Segovia","40024000000","-3.376886650","41.420807560"
"40512","170","Riaza","40","Segovia","40170000000","-3.477251890","41.279740060"
"40513","171","Ribota","40","Segovia","40171000000","-3.429454020","41.365787320"
"40514","024","Ayllón","40","Segovia","40024000000","-3.376886650","41.420807560"
"40515","172","Riofrío de Riaza","40","Segovia","40172000000","-3.449474400","41.247954710"
"40516","079","Fresno de Cantespino","40","Segovia","40079000000","-3.499336210","41.368290580"
"40517","170","Riaza","40","Segovia","40170000000","-3.477251890","41.279740060"
"40517","196","Sequera de Fresno","40","Segovia","40196000000","-3.546774000","41.367310720"
"40518","079","Fresno de Cantespino","40","Segovia","40079000000","-3.499336210","41.368290580"
"40520","024","Ayllón","40","Segovia","40024000000","-3.376886650","41.420807560"
"40529","168","Riaguas de San Bartolomé","40","Segovia","40168000000","-3.489896960","41.426671870"
"40529","005","Alconada de Maderuelo","40","Segovia","40005000000","-3.486518590","41.450294310"
"40529","061","Corral de Ayllón","40","Segovia","40061000000","-3.459321790","41.391317040"
"40530","016","Aldeonte","40","Segovia","40016000000","-3.678549840","41.351020750"
"40530","025","Barbolla","40","Segovia","40025000000","-3.672204710","41.325629350"
"40531","016","Aldeonte","40","Segovia","40016000000","-3.678549840","41.351020750"
"40531","071","Encinas","40","Segovia","40071000000","-3.668523930","41.374769040"
"40531","142","Navares de Ayuso","40","Segovia","40142000000","-3.706673020","41.372749530"
"40532","009","Aldeanueva de la Serrezuela","40","Segovia","40009000000","-3.782958330","41.460917260"
"40532","144","Navares de las Cuevas","40","Segovia","40144000000","-3.751140370","41.413975260"
"40532","143","Navares de Enmedio","40","Segovia","40143000000","-3.723110210","41.380952780"
"40533","014","Aldehorno","40","Segovia","40014000000","-3.779376090","41.512751180"
"40540","080","Fresno de la Fuente","40","Segovia","40080000000","-3.644742550","41.393333390"
"40540","161","Carabias","40","Segovia","40161000000","-3.707321810","41.455838840"
"40541","099","Honrubia de la Cuesta","40","Segovia","40099000000","-3.704685260","41.510916060"
"40541","229","Villaverde de Montejo","40","Segovia","40229000000","-3.653998780","41.521959290"
"40542","132","Moral de Hornuez","40","Segovia","40132000000","-3.616886430","41.464508070"
"40542","130","Montejo de la Vega de la Serrezuela","40","Segovia","40130000000","-3.652677520","41.549114180"
"40542","229","Villaverde de Montejo","40","Segovia","40229000000","-3.653998780","41.521959290"
"40550","052","Cedillo de la Torre","40","Segovia","40052000000","-3.605917750","41.424591640"
"40550","029","Bercimuel","40","Segovia","40029000000","-3.571796730","41.399778780"
"40551","055","Cilleruelo de San Mamés","40","Segovia","40055000000","-3.566518800","41.431240400"
"40551","039","Campo de San Pedro","40","Segovia","40039000000","-3.548565930","41.429831630"
"40552","039","Campo de San Pedro","40","Segovia","40039000000","-3.548565930","41.429831630"
"40553","039","Campo de San Pedro","40","Segovia","40039000000","-3.548565930","41.429831630"
"40554","115","Maderuelo","40","Segovia","40115000000","-3.521904770","41.487232060"
"40555","008","Aldealengua de Santa María","40","Segovia","40008000000","-3.467747450","41.462153160"
"40556","109","Languilla","40","Segovia","40109000000","-3.424111050","41.448981410"
"40560","032","Boceguillas","40","Segovia","40032000000","-3.638236020","41.337000430"
"40561","142","Navares de Ayuso","40","Segovia","40142000000","-3.706673020","41.372749530"
"40567","154","Pajarejos","40","Segovia","40154000000","-3.590397430","41.390335740"
"40568","032","Boceguillas","40","Segovia","40032000000","-3.638236020","41.337000430"
"40569","097","Grajera","40","Segovia","40097000000","-3.613732370","41.371082470"
"40590","191","Santo Tomé del Puerto","40","Segovia","40191000000","-3.617098320","41.183676510"
"40590","045","Casla","40","Segovia","40045000000","-3.655504390","41.166962030"
"40591","053","Cerezo de Abajo","40","Segovia","40053000000","-3.592566530","41.217530820"
"40592","054","Cerezo de Arriba","40","Segovia","40054000000","-3.558063320","41.236916270"
"40593","046","Castillejo de Mesleón","40","Segovia","40046000000","-3.600959820","41.280938400"
"40594","024","Ayllón","40","Segovia","40024000000","-3.376886650","41.420807560"
"41001","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41002","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41003","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41004","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41005","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41006","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41007","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41008","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41009","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41010","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41011","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41012","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41013","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41014","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41015","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41016","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41017","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41018","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41019","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41020","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41073","038","Dos Hermanas","41","Sevilla","41038000000","-5.913344070","37.288948620"
"41089","038","Dos Hermanas","41","Sevilla","41038000000","-5.913344070","37.288948620"
"41092","091","Sevilla","41","Sevilla","41091000000","-5.992513680","37.386205120"
"41100","034","Coria del Río","41","Sevilla","41034000000","-6.051114410","37.283838050"
"41110","016","Bollullos de la Mitación","41","Sevilla","41016000000","-6.138711720","37.340676720"
"41111","010","Almensilla","41","Sevilla","41010000000","-6.113340690","37.308891640"
"41120","044","Gelves","41","Sevilla","41044000000","-6.027218870","37.338474420"
"41130","079","La Puebla del Río","41","Sevilla","41079000000","-6.060986440","37.268945890"
"41140","902","Isla Mayor","41","Sevilla","41902000000","-6.162848960","37.133844480"
"41150","902","Isla Mayor","41","Sevilla","41902000000","-6.162848960","37.133844480"
"41200","005","Alcalá del Río","41","Sevilla","41005000000","-5.978572530","37.517108600"
"41200","019","Burguillos","41","Sevilla","41019000000","-5.966777750","37.586829970"
"41209","005","Alcalá del Río","41","Sevilla","41005000000","-5.978572530","37.517108600"
"41210","049","Guillena","41","Sevilla","41049000000","-6.052322960","37.539396930"
"41218","049","Guillena","41","Sevilla","41049000000","-6.052322960","37.539396930"
"41219","049","Guillena","41","Sevilla","41049000000","-6.052322960","37.539396930"
"41220","044","Gelves","41","Sevilla","41044000000","-6.027218870","37.338474420"
"41220","019","Burguillos","41","Sevilla","41019000000","-5.966777750","37.586829970"
"41230","027","Castilblanco de los Arroyos","41","Sevilla","41027000000","-5.989337170","37.674857870"
"41240","009","Almadén de la Plata","41","Sevilla","41009000000","-6.079575720","37.873536840"
"41250","080","El Real de la Jara","41","Sevilla","41080000000","-6.155942080","37.950689340"
"41300","081","La Rinconada","41","Sevilla","41081000000","-5.979080690","37.488064520"
"41309","081","La Rinconada","41","Sevilla","41081000000","-5.979080690","37.488064520"
"41310","018","Brenes","41","Sevilla","41018000000","-5.873155010","37.550140550"
"41318","101","Villaverde del Río","41","Sevilla","41101000000","-5.873494800","37.587850180"
"41319","005","Alcalá del Río","41","Sevilla","41005000000","-5.978572530","37.517108600"
"41320","023","Cantillana","41","Sevilla","41023000000","-5.826289090","37.605218410"
"41330","092","Tocina","41","Sevilla","41092000000","-5.734485450","37.610598910"
"41330","099","Villanueva del Río y Minas","41","Sevilla","41099000000","-5.711748000","37.657231930"
"41339","024","Carmona","41","Sevilla","41024000000","-5.633247520","37.472654630"
"41340","092","Tocina","41","Sevilla","41092000000","-5.734485450","37.610598910"
"41350","099","Villanueva del Río y Minas","41","Sevilla","41099000000","-5.711748000","37.657231930"
"41359","099","Villanueva del Río y Minas","41","Sevilla","41099000000","-5.711748000","37.657231930"
"41360","073","El Pedroso","41","Sevilla","41073000000","-5.763654090","37.842581910"
"41370","032","Cazalla de la Sierra","41","Sevilla","41032000000","-5.758740610","37.929269670"
"41380","002","Alanís","41","Sevilla","41002000000","-5.715499840","38.037301550"
"41388","088","San Nicolás del Puerto","41","Sevilla","41088000000","-5.653522000","37.993656070"
"41389","088","San Nicolás del Puerto","41","Sevilla","41088000000","-5.653522000","37.993656070"
"41390","048","Guadalcanal","41","Sevilla","41048000000","-5.821462600","38.092253680"
"41400","039","Écija","41","Sevilla","41039000000","-5.075435980","37.540772470"
"41409","039","Écija","41","Sevilla","41039000000","-5.075435980","37.540772470"
"41410","024","Carmona","41","Sevilla","41024000000","-5.633247520","37.472654630"
"41420","042","Fuentes de Andalucía","41","Sevilla","41042000000","-5.347617430","37.462716480"
"41429","022","La Campana","41","Sevilla","41022000000","-5.425103240","37.565513260"
"41430","056","La Luisiana","41","Sevilla","41056000000","-5.249169450","37.526452290"
"41439","056","La Luisiana","41","Sevilla","41056000000","-5.249169450","37.526452290"
"41439","901","Cañada Rosal","41","Sevilla","41901000000","-5.211294130","37.598739150"
"41439","042","Fuentes de Andalucía","41","Sevilla","41042000000","-5.347617430","37.462716480"
"41440","055","Lora del Río","41","Sevilla","41055000000","-5.530358720","37.653334390"
"41440","006","Alcolea del Río","41","Sevilla","41006000000","-5.671654170","37.614696830"
"41449","006","Alcolea del Río","41","Sevilla","41006000000","-5.671654170","37.614696830"
"41450","033","Constantina","41","Sevilla","41033000000","-5.620095570","37.872924370"
"41460","066","Las Navas de la Concepción","41","Sevilla","41066000000","-5.465036880","37.933377550"
"41470","078","La Puebla de los Infantes","41","Sevilla","41078000000","-5.387732090","37.778790830"
"41470","074","Peñaflor","41","Sevilla","41074000000","-5.347238440","37.707414190"
"41471","095","Utrera","41","Sevilla","41095000000","-5.780891980","37.179352220"
"41479","078","La Puebla de los Infantes","41","Sevilla","41078000000","-5.387732090","37.778790830"
"41489","012","Aznalcázar","41","Sevilla","41012000000","-6.252361860","37.304734230"
"41500","004","Alcalá de Guadaíra","41","Sevilla","41004000000","-5.850650570","37.334664570"
"41510","058","Mairena del Alcor","41","Sevilla","41058000000","-5.745678510","37.373119490"
"41520","004","Alcalá de Guadaíra","41","Sevilla","41004000000","-5.850650570","37.334664570"
"41520","102","El Viso del Alcor","41","Sevilla","41102000000","-5.718531550","37.388975340"
"41530","065","Morón de la Frontera","41","Sevilla","41065000000","-5.448989270","37.120224620"
"41540","077","La Puebla de Cazalla","41","Sevilla","41077000000","-5.306486460","37.222720960"
"41550","001","Aguadulce","41","Sevilla","41001000000","-4.993419110","37.251979690"
"41560","041","Estepa","41","Sevilla","41041000000","-4.876596800","37.288451670"
"41563","039","Écija","41","Sevilla","41039000000","-5.075435980","37.540772470"
"41564","054","Lora de Estepa","41","Sevilla","41054000000","-4.825937390","37.270182230"
"41565","046","Gilena","41","Sevilla","41046000000","-4.914280590","37.252266980"
