"codigopostalid","poblacionid","poblacion","provinciaid","provincia","ineid","lat","lon"
"07640","059","ses Salines","07","Illes Balears","07059000000","3.055684850","39.338694090"
"07650","057","Santanyí","07","Illes Balears","07057000000","3.129444460","39.354503280"
"07659","057","Santanyí","07","Illes Balears","07057000000","3.129444460","39.354503280"
"07660","057","Santanyí","07","Illes Balears","07057000000","3.129444460","39.354503280"
"07669","057","Santanyí","07","Illes Balears","07057000000","3.129444460","39.354503280"
"07669","022","Felanitx","07","Illes Balears","07022000000","3.149175150","39.468724930"
"07670","022","Felanitx","07","Illes Balears","07022000000","3.149175150","39.468724930"
"07680","033","Manacor","07","Illes Balears","07033000000","3.209521360","39.568890810"
"07687","033","Manacor","07","Illes Balears","07033000000","3.209521360","39.568890810"
"07687","051","Sant Llorenç des Cardassar","07","Illes Balears","07051000000","3.285751270","39.610761230"
"07688","033","Manacor","07","Illes Balears","07033000000","3.209521360","39.568890810"
"07689","033","Manacor","07","Illes Balears","07033000000","3.209521360","39.568890810"
"07690","057","Santanyí","07","Illes Balears","07057000000","3.129444460","39.354503280"
"07691","057","Santanyí","07","Illes Balears","07057000000","3.129444460","39.354503280"
"07700","032","Maó-Mahón","07","Illes Balears","07032000000","4.265465550","39.887522180"
"07701","032","Maó-Mahón","07","Illes Balears","07032000000","4.265465550","39.887522180"
"07702","032","Maó-Mahón","07","Illes Balears","07032000000","4.265465550","39.887522180"
"07703","032","Maó-Mahón","07","Illes Balears","07032000000","4.265465550","39.887522180"
"07710","052","Sant Lluís","07","Illes Balears","07052000000","4.258632950","39.848990590"
"07711","052","Sant Lluís","07","Illes Balears","07052000000","4.258632950","39.848990590"
"07712","032","Maó-Mahón","07","Illes Balears","07032000000","4.265465550","39.887522180"
"07713","052","Sant Lluís","07","Illes Balears","07052000000","4.258632950","39.848990590"
"07714","032","Maó-Mahón","07","Illes Balears","07032000000","4.265465550","39.887522180"
"07720","064","es Castell","07","Illes Balears","07064000000","4.289666290","39.878327530"
"07720","049","Sant Joan","07","Illes Balears","07049000000","3.038585110","39.596978220"
"07730","002","Alaior","07","Illes Balears","07002000000","4.139541330","39.934847670"
"07740","037","Es Mercadal","07","Illes Balears","07037000000","4.093052930","39.988406250"
"07748","037","Es Mercadal","07","Illes Balears","07037000000","4.093052930","39.988406250"
"07749","902","Es Migjorn Gran","07","Illes Balears","07902000000","4.051704000","39.946146910"
"07750","062","Son Servera","07","Illes Balears","07062000000","3.360063370","39.620438770"
"07750","015","Ciutadella de Menorca","07","Illes Balears","07015000000","3.837940370","40.001919410"
"07750","023","Ferreries","07","Illes Balears","07023000000","4.007606110","39.982576520"
"07760","057","Santanyí","07","Illes Balears","07057000000","3.129444460","39.354503280"
"07760","015","Ciutadella de Menorca","07","Illes Balears","07015000000","3.837940370","40.001919410"
"07769","015","Ciutadella de Menorca","07","Illes Balears","07015000000","3.837940370","40.001919410"
"07800","046","Sant Antoni de Portmany","07","Illes Balears","07046000000","1.304181870","38.980874890"
"07800","026","Eivissa","07","Illes Balears","07026000000","1.436229030","38.906669470"
"07800","054","Santa Eulària des Riu","07","Illes Balears","07054000000","1.529118190","38.983836130"
"07810","050","Sant Joan de Labritja","07","Illes Balears","07050000000","1.514095270","39.077849910"
"07811","050","Sant Joan de Labritja","07","Illes Balears","07050000000","1.514095270","39.077849910"
"07812","050","Sant Joan de Labritja","07","Illes Balears","07050000000","1.514095270","39.077849910"
"07814","054","Santa Eulària des Riu","07","Illes Balears","07054000000","1.529118190","38.983836130"
"07815","050","Sant Joan de Labritja","07","Illes Balears","07050000000","1.514095270","39.077849910"
"07816","046","Sant Antoni de Portmany","07","Illes Balears","07046000000","1.304181870","38.980874890"
"07817","048","Sant Josep de sa Talaia","07","Illes Balears","07048000000","1.292875950","38.921880930"
"07818","048","Sant Josep de sa Talaia","07","Illes Balears","07048000000","1.292875950","38.921880930"
"07819","054","Santa Eulària des Riu","07","Illes Balears","07054000000","1.529118190","38.983836130"
"07820","046","Sant Antoni de Portmany","07","Illes Balears","07046000000","1.304181870","38.980874890"
"07828","046","Sant Antoni de Portmany","07","Illes Balears","07046000000","1.304181870","38.980874890"
"07829","048","Sant Josep de sa Talaia","07","Illes Balears","07048000000","1.292875950","38.921880930"
"07830","048","Sant Josep de sa Talaia","07","Illes Balears","07048000000","1.292875950","38.921880930"
"07839","048","Sant Josep de sa Talaia","07","Illes Balears","07048000000","1.292875950","38.921880930"
"07840","054","Santa Eulària des Riu","07","Illes Balears","07054000000","1.529118190","38.983836130"
"07849","054","Santa Eulària des Riu","07","Illes Balears","07054000000","1.529118190","38.983836130"
"07850","054","Santa Eulària des Riu","07","Illes Balears","07054000000","1.529118190","38.983836130"
"07850","057","Santanyí","07","Illes Balears","07057000000","3.129444460","39.354503280"
"07860","024","Formentera","07","Illes Balears","07024000000","1.428103700","38.705318600"
"07870","024","Formentera","07","Illes Balears","07024000000","1.428103700","38.705318600"
"07871","024","Formentera","07","Illes Balears","07024000000","1.428103700","38.705318600"
"07872","024","Formentera","07","Illes Balears","07024000000","1.428103700","38.705318600"
"08001","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08002","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08003","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08004","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08005","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08006","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08007","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08008","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08009","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08010","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08011","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08012","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08013","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08014","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08015","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08016","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08017","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08018","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08019","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08020","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08021","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08022","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08023","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08024","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08025","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08026","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08027","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08028","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08029","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08030","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08031","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08032","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08033","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08034","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08035","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08036","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08037","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08038","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08039","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08040","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08041","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08042","019","Barcelona","08","Barcelona","08019000000","2.176349270","41.384246640"
"08100","124","Mollet del Vallès","08","Barcelona","08124000000","2.213491190","41.539245560"
"08104","124","Mollet del Vallès","08","Barcelona","08124000000","2.213491190","41.539245560"
"08105","209","Sant Fost de Campsentelles","08","Barcelona","08209000000","2.233079200","41.520039140"
"08106","256","Santa Maria de Martorelles","08","Barcelona","08256000000","2.253529270","41.519705300"
"08107","115","Martorelles","08","Barcelona","08115000000","2.235968480","41.528119930"
"08110","125","Montcada i Reixac","08","Barcelona","08125000000","2.187963750","41.486807670"
"08120","105","La Llagosta","08","Barcelona","08105000000","2.191207290","41.513987670"
"08130","260","Santa Perpètua de Mogoda","08","Barcelona","08260000000","2.179048330","41.535437960"
"08140","033","Caldes de Montbui","08","Barcelona","08033000000","2.164880780","41.631217180"
"08146","087","Gallifa","08","Barcelona","08087000000","2.111563730","41.693290080"
"08148","079","L'Estany","08","Barcelona","08079000000","2.112556190","41.869237850"
"08150","159","Parets del Vallès","08","Barcelona","08159000000","2.234477230","41.573290350"
"08160","135","Montmeló","08","Barcelona","08135000000","2.249057160","41.549949790"
"08161","184","Rubí","08","Barcelona","08184000000","2.030032520","41.491736950"
"08170","136","Montornès del Vallès","08","Barcelona","08136000000","2.265310710","41.543011050"
"08172","205","Sant Cugat del Vallès","08","Barcelona","08205000000","2.085264720","41.473454030"
"08173","205","Sant Cugat del Vallès","08","Barcelona","08205000000","2.085264720","41.473454030"
"08174","205","Sant Cugat del Vallès","08","Barcelona","08205000000","2.085264720","41.473454030"
"08175","205","Sant Cugat del Vallès","08","Barcelona","08205000000","2.085264720","41.473454030"
"08178","070","Collsuspina","08","Barcelona","08070000000","2.174897320","41.825578020"
"08180","138","Moià","08","Barcelona","08138000000","2.098798060","41.811469360"
"08181","267","Sentmenat","08","Barcelona","08267000000","2.136365500","41.606164970"
"08182","210","Sant Feliu de Codines","08","Barcelona","08210000000","2.161917000","41.687624540"
"08183","064","Castellterçol","08","Barcelona","08064000000","2.121216750","41.751341920"
"08183","055","Castellcir","08","Barcelona","08055000000","2.148452920","41.759175750"
"08183","095","Granera","08","Barcelona","08095000000","2.057004170","41.725514640"
"08184","079","L'Estany","08","Barcelona","08079000000","2.112556190","41.869237850"
"08184","156","Palau-solità i Plegamans","08","Barcelona","08156000000","2.180682320","41.587394220"
"08185","108","Lliçà de Vall","08","Barcelona","08108000000","2.242240290","41.591554150"
"08186","107","Lliçà d'Amunt","08","Barcelona","08107000000","2.238316480","41.610983590"
"08187","248","Santa Eulàlia de Ronçana","08","Barcelona","08248000000","2.226584400","41.652707160"
"08188","296","Vallromanes","08","Barcelona","08296000000","2.308303480","41.526136660"
"08189","239","Sant Quirze Safaja","08","Barcelona","08239000000","2.154913100","41.727924380"
"08190","205","Sant Cugat del Vallès","08","Barcelona","08205000000","2.085264720","41.473454030"
"08191","184","Rubí","08","Barcelona","08184000000","2.030032520","41.491736950"
"08192","238","Sant Quirze del Vallès","08","Barcelona","08238000000","2.080981950","41.533291240"
"08193","266","Cerdanyola del Vallès","08","Barcelona","08266000000","2.139892600","41.491340540"
"08194","238","Sant Quirze del Vallès","08","Barcelona","08238000000","2.080981950","41.533291240"
"08195","205","Sant Cugat del Vallès","08","Barcelona","08205000000","2.085264720","41.473454030"
"08196","205","Sant Cugat del Vallès","08","Barcelona","08205000000","2.085264720","41.473454030"
"08197","205","Sant Cugat del Vallès","08","Barcelona","08205000000","2.085264720","41.473454030"
"08198","205","Sant Cugat del Vallès","08","Barcelona","08205000000","2.085264720","41.473454030"
"08201","187","Sabadell","08","Barcelona","08187000000","2.107789940","41.546958990"
"08202","187","Sabadell","08","Barcelona","08187000000","2.107789940","41.546958990"
"08203","187","Sabadell","08","Barcelona","08187000000","2.107789940","41.546958990"
"08204","187","Sabadell","08","Barcelona","08187000000","2.107789940","41.546958990"
"08205","187","Sabadell","08","Barcelona","08187000000","2.107789940","41.546958990"
"08206","187","Sabadell","08","Barcelona","08187000000","2.107789940","41.546958990"
"08207","187","Sabadell","08","Barcelona","08187000000","2.107789940","41.546958990"
"08208","187","Sabadell","08","Barcelona","08187000000","2.107789940","41.546958990"
"08210","252","Barberà del Vallès","08","Barcelona","08252000000","2.126594240","41.517253390"
"08211","051","Castellar del Vallès","08","Barcelona","08051000000","2.085805160","41.618077760"
"08212","223","Sant Llorenç Savall","08","Barcelona","08223000000","2.057445020","41.678835260"
"08213","167","Polinyà","08","Barcelona","08167000000","2.157423810","41.556565600"
"08214","904","Badia del Vallès","08","Barcelona","08904000000","2.114655400","41.507740590"
"08220","200","Sant Boi de Llobregat","08","Barcelona","08200000000","2.041821160","41.342537100"
"08221","279","Terrassa","08","Barcelona","08279000000","2.012151410","41.562363460"
"08222","279","Terrassa","08","Barcelona","08279000000","2.012151410","41.562363460"
"08223","279","Terrassa","08","Barcelona","08279000000","2.012151410","41.562363460"
"08224","279","Terrassa","08","Barcelona","08279000000","2.012151410","41.562363460"
"08225","279","Terrassa","08","Barcelona","08279000000","2.012151410","41.562363460"
"08226","279","Terrassa","08","Barcelona","08279000000","2.012151410","41.562363460"
"08227","279","Terrassa","08","Barcelona","08279000000","2.012151410","41.562363460"
"08228","279","Terrassa","08","Barcelona","08279000000","2.012151410","41.562363460"
"08228","238","Sant Quirze del Vallès","08","Barcelona","08238000000","2.080981950","41.533291240"
"08230","120","Matadepera","08","Barcelona","08120000000","2.027681000","41.599217640"
"08231","290","Ullastrell","08","Barcelona","08290000000","1.957459330","41.527617700"
"08232","300","Viladecavalls","08","Barcelona","08300000000","1.955115890","41.557779570"
"08233","291","Vacarisses","08","Barcelona","08291000000","1.917618440","41.607268940"
"08240","113","Manresa","08","Barcelona","08113000000","1.827210260","41.721995940"
"08241","113","Manresa","08","Barcelona","08113000000","1.827210260","41.721995940"
"08242","113","Manresa","08","Barcelona","08113000000","1.827210260","41.721995940"
"08243","113","Manresa","08","Barcelona","08113000000","1.827210260","41.721995940"
"08250","218","Sant Joan de Vilatorrada","08","Barcelona","08218000000","1.806675960","41.744761030"
"08251","062","Castellnou de Bages","08","Barcelona","08062000000","1.837451790","41.834081040"
"08251","192","Santpedor","08","Barcelona","08192000000","1.839177080","41.784534450"
"08253","098","Sant Salvador de Guardiola","08","Barcelona","08098000000","1.767065970","41.680295260"
"08254","182","El Pont de Vilomara i Rocafort","08","Barcelona","08182000000","1.871166520","41.699864560"
"08255","059","Castellfollit del Boix","08","Barcelona","08059000000","1.701262540","41.669581850"
"08256","002","Aguilar de Segarra","08","Barcelona","08002000000","1.629367020","41.748312780"
"08256","178","Rajadell","08","Barcelona","08178000000","1.706301130","41.727480480"
"08259","084","Fonollosa","08","Barcelona","08084000000","1.669179210","41.763326670"
"08260","274","Súria","08","Barcelona","08274000000","1.752877900","41.831320810"
"08261","047","Cardona","08","Barcelona","08047000000","1.681446300","41.913743100"
"08262","038","Callús","08","Barcelona","08038000000","1.784191810","41.782741130"
"08263","229","Sant Mateu de Bages","08","Barcelona","08229000000","1.734829240","41.795646100"
"08269","229","Sant Mateu de Bages","08","Barcelona","08229000000","1.734829240","41.795646100"
"08269","141","Navàs","08","Barcelona","08141000000","1.878461470","41.900849500"
"08270","140","Navarcles","08","Barcelona","08140000000","1.904808760","41.752114320"
"08271","010","Artés","08","Barcelona","08010000000","1.951028660","41.799633000"
"08272","213","Sant Fruitós de Bages","08","Barcelona","08213000000","1.870034050","41.751507760"
"08273","258","Santa Maria d'Oló","08","Barcelona","08258000000","2.034387540","41.870832470"
"08274","212","Sant Feliu Sasserra","08","Barcelona","08212000000","2.023297550","41.943881870"
"08275","128","Monistrol de Calders","08","Barcelona","08128000000","2.013441240","41.759537460"
"08275","034","Calders","08","Barcelona","08034000000","1.992250570","41.789193450"
"08278","277","Talamanca","08","Barcelona","08277000000","1.977506170","41.737733040"
"08278","139","Mura","08","Barcelona","08139000000","1.975707760","41.698753100"
"08279","012","Avinyó","08","Barcelona","08012000000","1.971217830","41.863394330"
"08280","031","Calaf","08","Barcelona","08031000000","1.511459700","41.734002650"
"08281","036","Calonge de Segarra","08","Barcelona","08036000000","1.481990800","41.763996560"
"08281","170","Els Prats de Rei","08","Barcelona","08170000000","1.542098140","41.705267540"
"08281","060","Castellfollit de Riubregós","08","Barcelona","08060000000","1.438062570","41.776178940"
"08281","136","La Molsosa","25","Lleida","25136000000","1.558384120","41.786416130"
"08281","189","Sant Pere Sallavinera","08","Barcelona","08189000000","1.574607770","41.736352190"
"08282","228","Sant Martí Sesgueioles","08","Barcelona","08228000000","1.489831910","41.701494570"
"08282","176","Pujalt","08","Barcelona","08176000000","1.420765220","41.717579840"
"08289","297","Veciana","08","Barcelona","08297000000","1.486961780","41.656260710"
"08289","192","Sant Guim de Freixenet","25","Lleida","25192000000","1.421928560","41.657719040"
"08289","071","Copons","08","Barcelona","08071000000","1.518856260","41.636500720"
"08290","266","Cerdanyola del Vallès","08","Barcelona","08266000000","2.139892600","41.491340540"
"08291","180","Ripollet","08","Barcelona","08180000000","2.155175940","41.497083330"
"08292","076","Esparreguera","08","Barcelona","08076000000","1.868858910","41.541237470"
"08293","069","Collbató","08","Barcelona","08069000000","1.827909970","41.570163770"
"08294","025","El Bruc","08","Barcelona","08025000000","1.782657500","41.579033970"
"08295","262","Sant Vicenç de Castellet","08","Barcelona","08262000000","1.864670740","41.667375570"
"08296","053","Castellbell i el Vilar","08","Barcelona","08053000000","1.855798600","41.639294010"
"08297","061","Castellgalí","08","Barcelona","08061000000","1.839660200","41.676132930"
"08298","242","Marganell","08","Barcelona","08242000000","1.790950950","41.641116560"
"08299","179","Rellinars","08","Barcelona","08179000000","1.910757500","41.636287770"
"08301","121","Mataró","08","Barcelona","08121000000","2.446580620","41.540846900"
"08302","121","Mataró","08","Barcelona","08121000000","2.446580620","41.540846900"
"08303","121","Mataró","08","Barcelona","08121000000","2.446580620","41.540846900"
"08304","121","Mataró","08","Barcelona","08121000000","2.446580620","41.540846900"
"08310","009","Argentona","08","Barcelona","08009000000","2.400733040","41.554146050"
"08317","153","Òrrius","08","Barcelona","08153000000","2.354940340","41.555186120"
"08318","075","Dosrius","08","Barcelona","08075000000","2.406635200","41.594519520"
"08319","075","Dosrius","08","Barcelona","08075000000","2.406635200","41.594519520"
"08320","118","El Masnou","08","Barcelona","08118000000","2.316489780","41.479437580"
"08328","003","Alella","08","Barcelona","08003000000","2.294390290","41.493877980"
"08329","281","Teià","08","Barcelona","08281000000","2.319663180","41.500092290"
"08330","172","Premià de Mar","08","Barcelona","08172000000","2.356621250","41.489604710"
"08338","230","Premià de Dalt","08","Barcelona","08230000000","2.341580450","41.508020450"
"08339","214","Vilassar de Dalt","08","Barcelona","08214000000","2.358334630","41.517491900"
"08340","219","Vilassar de Mar","08","Barcelona","08219000000","2.391818620","41.503451550"
"08348","030","Cabrils","08","Barcelona","08030000000","2.368296440","41.525842820"
"08349","029","Cabrera de Mar","08","Barcelona","08029000000","2.392583360","41.528045390"
"08350","006","Arenys de Mar","08","Barcelona","08006000000","2.549538670","41.580556650"
"08350","007","Arenys de Munt","08","Barcelona","08007000000","2.539859480","41.609089140"
"08358","007","Arenys de Munt","08","Barcelona","08007000000","2.539859480","41.609089140"
"08359","193","Sant Iscle de Vallalta","08","Barcelona","08193000000","2.569287530","41.623560070"
"08360","040","Canet de Mar","08","Barcelona","08040000000","2.582637960","41.589633980"
"08370","035","Calella","08","Barcelona","08035000000","2.658074350","41.613786760"
"08380","110","Malgrat de Mar","08","Barcelona","08110000000","2.742167210","41.646340390"
"08384","030","Cabrils","08","Barcelona","08030000000","2.368296440","41.525842820"
"08389","155","Palafolls","08","Barcelona","08155000000","2.749183640","41.667270490"
"08390","126","Montgat","08","Barcelona","08126000000","2.279246080","41.468085960"
"08391","282","Tiana","08","Barcelona","08282000000","2.268282240","41.484608330"
"08392","197","Sant Andreu de Llavaneres","08","Barcelona","08197000000","2.482471640","41.574277070"
"08393","032","Caldes d'Estrac","08","Barcelona","08032000000","2.527339960","41.569848590"
"08394","264","Sant Vicenç de Montalt","08","Barcelona","08264000000","2.509308480","41.578402280"
"08395","235","Sant Pol de Mar","08","Barcelona","08235000000","2.624403800","41.601945930"
"08396","203","Sant Cebrià de Vallalta","08","Barcelona","08203000000","2.601790640","41.620352990"
"08397","163","Pineda de Mar","08","Barcelona","08163000000","2.689665520","41.628764700"
"08398","261","Santa Susanna","08","Barcelona","08261000000","2.707137990","41.635709770"
"08401","096","Granollers","08","Barcelona","08096000000","2.286177000","41.607930850"
"08402","096","Granollers","08","Barcelona","08096000000","2.286177000","41.607930850"
"08403","096","Granollers","08","Barcelona","08096000000","2.286177000","41.607930850"
"08410","902","Vilanova del Vallès","08","Barcelona","08902000000","2.287941440","41.554376370"
"08415","023","Bigues i Riells","08","Barcelona","08023000000","2.221719530","41.677740860"
"08416","023","Bigues i Riells","08","Barcelona","08023000000","2.221719530","41.677740860"
"08420","041","Canovelles","08","Barcelona","08041000000","2.278069940","41.624651460"
"08430","181","La Roca del Vallès","08","Barcelona","08181000000","2.325426960","41.586586770"
"08440","046","Cardedeu","08","Barcelona","08046000000","2.356439810","41.638573450"
"08440","042","Cànoves i Samalús","08","Barcelona","08042000000","2.354677040","41.693785510"
"08445","042","Cànoves i Samalús","08","Barcelona","08042000000","2.354677040","41.693785510"
"08450","106","Llinars del Vallès","08","Barcelona","08106000000","2.398018560","41.639942460"
"08455","306","Vilalba Sasserra","08","Barcelona","08306000000","2.444709570","41.653021180"
"08458","223","Sant Llorenç Savall","08","Barcelona","08223000000","2.057445020","41.678835260"
"08458","234","Sant Pere de Vilamajor","08","Barcelona","08234000000","2.390427860","41.683577460"
"08459","234","Sant Pere de Vilamajor","08","Barcelona","08234000000","2.390427860","41.683577460"
"08459","198","Sant Antoni de Vilamajor","08","Barcelona","08198000000","2.399904190","41.672296510"
"08460","259","Santa Maria de Palautordera","08","Barcelona","08259000000","2.443972100","41.692783510"
"08460","234","Sant Pere de Vilamajor","08","Barcelona","08234000000","2.390427860","41.683577460"
"08460","207","Sant Esteve de Palautordera","08","Barcelona","08207000000","2.434302060","41.704760650"
"08461","207","Sant Esteve de Palautordera","08","Barcelona","08207000000","2.434302060","41.704760650"
"08469","137","Montseny","08","Barcelona","08137000000","2.395170880","41.759710740"
"08470","294","Vallgorguina","08","Barcelona","08294000000","2.510164950","41.647715630"
"08470","039","Campins","08","Barcelona","08039000000","2.463162020","41.724786250"
"08470","202","Sant Celoni","08","Barcelona","08202000000","2.489840400","41.689717400"
"08470","081","Fogars de Montclús","08","Barcelona","08081000000","2.453683980","41.735234670"
"08471","294","Vallgorguina","08","Barcelona","08294000000","2.510164950","41.647715630"
"08472","039","Campins","08","Barcelona","08039000000","2.463162020","41.724786250"
"08474","097","Gualba","08","Barcelona","08097000000","2.502423930","41.731681970"
"08476","202","Sant Celoni","08","Barcelona","08202000000","2.489840400","41.689717400"
"08479","081","Fogars de Montclús","08","Barcelona","08081000000","2.453683980","41.735234670"
"08480","005","L'Ametlla del Vallès","08","Barcelona","08005000000","2.262555200","41.670425970"
"08490","284","Tordera","08","Barcelona","08284000000","2.719251900","41.699925250"
"08495","082","Fogars de la Selva","08","Barcelona","08082000000","2.679674530","41.739039420"
"08500","298","Vic","08","Barcelona","08298000000","2.255735690","41.928383540"
"08503","100","Gurb","08","Barcelona","08100000000","2.222226040","41.955523840"
"08504","220","Sant Julià de Vilatorta","08","Barcelona","08220000000","2.324824990","41.922406180"
"08505","247","Santa Eulàlia de Riuprimer","08","Barcelona","08247000000","2.189146920","41.910189780"
"08505","129","Muntanyola","08","Barcelona","08129000000","2.177872410","41.878234880"
"08506","037","Calldetenes","08","Barcelona","08037000000","2.283671490","41.926039100"
"08507","246","Santa Eugènia de Berga","08","Barcelona","08246000000","2.283474600","41.900494900"
"08508","237","Sant Quirze de Besora","08","Barcelona","08237000000","2.223104950","42.100589500"
"08508","117","Les Masies de Voltregà","08","Barcelona","08117000000","2.233570010","42.025878510"
"08509","243","Santa Cecília de Voltregà","08","Barcelona","08243000000","2.222325050","41.993054890"
"08509","117","Les Masies de Voltregà","08","Barcelona","08117000000","2.233570010","42.025878510"
"08510","116","Les Masies de Roda","08","Barcelona","08116000000","2.293643430","41.992947910"
"08510","183","Roda de Ter","08","Barcelona","08183000000","2.310450510","41.983899220"
"08511","254","L'Esquirol","08","Barcelona","08254000000","2.369541160","42.035333240"
"08511","280","Tavertet","08","Barcelona","08280000000","2.419932290","41.995573530"
"08512","215","Sant Hipòlit de Voltregà","08","Barcelona","08215000000","2.237183390","42.015635030"
"08513","171","Prats de Lluçanès","08","Barcelona","08171000000","2.029373790","42.009365870"
"08514","109","Lluçà","08","Barcelona","08109000000","2.035749440","42.050966460"
"08515","225","Sant Martí d'Albars","08","Barcelona","08225000000","2.074174040","42.027928760"
"08516","149","Olost","08","Barcelona","08149000000","2.096174790","41.985917250"
"08517","255","Santa Maria de Merlès","08","Barcelona","08255000000","1.978041860","42.001499210"
"08518","151","Oristà","08","Barcelona","08151000000","2.060266980","41.932049140"
"08519","199","Sant Bartomeu del Grau","08","Barcelona","08199000000","2.172689260","41.983890710"
"08519","303","Vilanova de Sau","08","Barcelona","08303000000","2.387433410","41.948452770"
"08519","241","Sant Sadurní d'Osormort","08","Barcelona","08241000000","2.381282520","41.902035250"
"08519","083","Folgueroles","08","Barcelona","08083000000","2.319498810","41.939019100"
"08519","275","Tavèrnoles","08","Barcelona","08275000000","2.327140180","41.952285810"
"08519","103","Jorba","08","Barcelona","08103000000","1.545645150","41.601643870"
"08519","111","Malla","08","Barcelona","08111000000","2.234744900","41.887310200"
"08519","298","Vic","08","Barcelona","08298000000","2.255735690","41.928383540"
"08520","086","Les Franqueses del Vallès","08","Barcelona","08086000000","2.297159200","41.617789240"
"08521","086","Les Franqueses del Vallès","08","Barcelona","08086000000","2.297159200","41.617789240"
"08529","129","Muntanyola","08","Barcelona","08129000000","2.177872410","41.878234880"
"08530","042","Cànoves i Samalús","08","Barcelona","08042000000","2.354677040","41.693785510"
"08530","088","La Garriga","08","Barcelona","08088000000","2.286579410","41.685817390"
"08540","067","Centelles","08","Barcelona","08067000000","2.219408160","41.798435920"
"08550","017","Balenyà","08","Barcelona","08017000000","2.233556250","41.814194020"
"08551","283","Tona","08","Barcelona","08283000000","2.227406990","41.850027070"
"08552","278","Taradell","08","Barcelona","08278000000","2.287765940","41.873393180"
"08553","269","Seva","08","Barcelona","08269000000","2.280060680","41.839398410"
"08554","269","Seva","08","Barcelona","08269000000","2.280060680","41.839398410"
"08559","026","El Brull","08","Barcelona","08026000000","2.305943510","41.817157400"
"08560","112","Manlleu","08","Barcelona","08112000000","2.285028180","42.001126710"
"08569","901","Rupit i Pruit","08","Barcelona","08901000000","2.465263310","42.023768340"
"08569","254","L'Esquirol","08","Barcelona","08254000000","2.369541160","42.035333240"
"08570","285","Torelló","08","Barcelona","08285000000","2.263344890","42.046914640"
"08571","265","Sant Vicenç de Torelló","08","Barcelona","08265000000","2.273978450","42.061771030"
"08572","233","Sant Pere de Torelló","08","Barcelona","08233000000","2.296969890","42.075729900"
"08573","150","Orís","08","Barcelona","08150000000","2.220508140","42.059817400"
"08580","237","Sant Quirze de Besora","08","Barcelona","08237000000","2.223104950","42.100589500"
"08584","253","Santa Maria de Besora","08","Barcelona","08253000000","2.256963270","42.126824020"
"08587","004","Alpens","08","Barcelona","08004000000","2.100936220","42.119187670"
"08588","272","Sora","08","Barcelona","08272000000","2.160628750","42.112470580"
